sensor_id,asset_id,component_id,timestamp,sensor_type,value
SEN-AS-1001-RPM-0033,AS-1001,ENG-1001,2024-01-01T08:00:00,RPM,2387.7818
SEN-AS-1001-RPM-0034,AS-1001,BRG-1001,2024-01-01T08:15:00,RPM,2397.8352
SEN-AS-1001-RPM-0034,AS-1001,ENG-1001,2024-01-01T08:15:00,RPM,2397.8352
SEN-AS-1001-RPM-0035,AS-1001,BRG-1001,2024-01-01T08:30:00,RPM,2385.5504
SEN-AS-1001-RPM-0035,AS-1001,ENG-1001,2024-01-01T08:30:00,RPM,2385.5504
SEN-AS-1001-RPM-0036,AS-1001,BRG-1001,2024-01-01T08:45:00,RPM,2435.5034
SEN-AS-1001-RPM-0036,AS-1001,ENG-1001,2024-01-01T08:45:00,RPM,2435.5034
SEN-AS-1001-RPM-0037,AS-1001,BRG-1001,2024-01-01T09:00:00,RPM,2401.691
SEN-AS-1001-RPM-0037,AS-1001,ENG-1001,2024-01-01T09:00:00,RPM,2401.691
SEN-AS-1001-RPM-0038,AS-1001,BRG-1001,2024-01-01T09:15:00,RPM,2431.4762
SEN-AS-1001-RPM-0038,AS-1001,ENG-1001,2024-01-01T09:15:00,RPM,2431.4762
SEN-AS-1001-RPM-0039,AS-1001,BRG-1001,2024-01-01T09:30:00,RPM,2334.8864
SEN-AS-1001-RPM-0039,AS-1001,ENG-1001,2024-01-01T09:30:00,RPM,2334.8864
SEN-AS-1001-RPM-0040,AS-1001,BRG-1001,2024-01-01T09:45:00,RPM,2418.9205
SEN-AS-1001-RPM-0040,AS-1001,ENG-1001,2024-01-01T09:45:00,RPM,2418.9205
SEN-AS-1001-RPM-0041,AS-1001,BRG-1001,2024-01-01T10:00:00,RPM,2391.1335
SEN-AS-1001-RPM-0041,AS-1001,ENG-1001,2024-01-01T10:00:00,RPM,2391.1335
SEN-AS-1001-RPM-0042,AS-1001,BRG-1001,2024-01-01T10:15:00,RPM,2367.4427
SEN-AS-1001-RPM-0042,AS-1001,ENG-1001,2024-01-01T10:15:00,RPM,2367.4427
SEN-AS-1001-RPM-0043,AS-1001,BRG-1001,2024-01-01T10:30:00,RPM,2394.9254
SEN-AS-1001-RPM-0043,AS-1001,ENG-1001,2024-01-01T10:30:00,RPM,2394.9254
SEN-AS-1001-RPM-0044,AS-1001,BRG-1001,2024-01-01T10:45:00,RPM,2482.0281
SEN-AS-1001-RPM-0044,AS-1001,ENG-1001,2024-01-01T10:45:00,RPM,2482.0281
SEN-AS-1001-RPM-0045,AS-1001,BRG-1001,2024-01-01T11:00:00,RPM,2355.8414
SEN-AS-1001-RPM-0045,AS-1001,ENG-1001,2024-01-01T11:00:00,RPM,2355.8414
SEN-AS-1001-RPM-0046,AS-1001,BRG-1001,2024-01-01T11:15:00,RPM,2380.1358
SEN-AS-1001-RPM-0046,AS-1001,ENG-1001,2024-01-01T11:15:00,RPM,2380.1358
SEN-AS-1001-RPM-0047,AS-1001,BRG-1001,2024-01-01T11:30:00,RPM,2382.4837
SEN-AS-1001-RPM-0047,AS-1001,ENG-1001,2024-01-01T11:30:00,RPM,2382.4837
SEN-AS-1001-RPM-0048,AS-1001,BRG-1001,2024-01-01T11:45:00,RPM,2359.5623
SEN-AS-1001-RPM-0048,AS-1001,ENG-1001,2024-01-01T11:45:00,RPM,2359.5623
SEN-AS-1001-RPM-0049,AS-1001,BRG-1001,2024-01-01T12:00:00,RPM,2356.3141
SEN-AS-1001-RPM-0049,AS-1001,ENG-1001,2024-01-01T12:00:00,RPM,2356.3141
SEN-AS-1001-RPM-0050,AS-1001,BRG-1001,2024-01-01T12:15:00,RPM,2395.2194
SEN-AS-1001-RPM-0050,AS-1001,ENG-1001,2024-01-01T12:15:00,RPM,2395.2194
SEN-AS-1001-RPM-0051,AS-1001,BRG-1001,2024-01-01T12:30:00,RPM,2505.4542
SEN-AS-1001-RPM-0051,AS-1001,ENG-1001,2024-01-01T12:30:00,RPM,2505.4542
SEN-AS-1001-RPM-0052,AS-1001,BRG-1001,2024-01-01T12:45:00,RPM,2436.0652
SEN-AS-1001-RPM-0052,AS-1001,ENG-1001,2024-01-01T12:45:00,RPM,2436.0652
SEN-AS-1001-RPM-0053,AS-1001,BRG-1001,2024-01-01T13:00:00,RPM,2499.3506
SEN-AS-1001-RPM-0053,AS-1001,ENG-1001,2024-01-01T13:00:00,RPM,2499.3506
SEN-AS-1001-RPM-0054,AS-1001,BRG-1001,2024-01-01T13:15:00,RPM,2401.2112
SEN-AS-1001-RPM-0054,AS-1001,ENG-1001,2024-01-01T13:15:00,RPM,2401.2112
SEN-AS-1001-RPM-0055,AS-1001,BRG-1001,2024-01-01T13:30:00,RPM,2399.9095
SEN-AS-1001-RPM-0055,AS-1001,ENG-1001,2024-01-01T13:30:00,RPM,2399.9095
SEN-AS-1001-RPM-0056,AS-1001,BRG-1001,2024-01-01T13:45:00,RPM,2419.5842
SEN-AS-1001-RPM-0056,AS-1001,ENG-1001,2024-01-01T13:45:00,RPM,2419.5842
SEN-AS-1001-RPM-0057,AS-1001,BRG-1001,2024-01-01T14:00:00,RPM,2330.6902
SEN-AS-1001-RPM-0057,AS-1001,ENG-1001,2024-01-01T14:00:00,RPM,2330.6902
SEN-AS-1001-RPM-0058,AS-1001,BRG-1001,2024-01-01T14:15:00,RPM,2348.9257
SEN-AS-1001-RPM-0058,AS-1001,ENG-1001,2024-01-01T14:15:00,RPM,2348.9257
SEN-AS-1001-RPM-0059,AS-1001,BRG-1001,2024-01-01T14:30:00,RPM,2438.2013
SEN-AS-1001-RPM-0059,AS-1001,ENG-1001,2024-01-01T14:30:00,RPM,2438.2013
SEN-AS-1001-RPM-0060,AS-1001,BRG-1001,2024-01-01T14:45:00,RPM,2481.3803
SEN-AS-1001-RPM-0060,AS-1001,ENG-1001,2024-01-01T14:45:00,RPM,2481.3803
SEN-AS-1001-RPM-0061,AS-1001,BRG-1001,2024-01-01T15:00:00,RPM,2414.2682
SEN-AS-1001-RPM-0061,AS-1001,ENG-1001,2024-01-01T15:00:00,RPM,2414.2682
SEN-AS-1001-RPM-0062,AS-1001,BRG-1001,2024-01-01T15:15:00,RPM,2399.7851
SEN-AS-1001-RPM-0062,AS-1001,ENG-1001,2024-01-01T15:15:00,RPM,2399.7851
SEN-AS-1001-RPM-0063,AS-1001,BRG-1001,2024-01-01T15:30:00,RPM,2431.6396
SEN-AS-1001-RPM-0063,AS-1001,ENG-1001,2024-01-01T15:30:00,RPM,2431.6396
SEN-AS-1001-RPM-0064,AS-1001,BRG-1001,2024-01-01T15:45:00,RPM,2352.8144
SEN-AS-1001-RPM-0064,AS-1001,ENG-1001,2024-01-01T15:45:00,RPM,2352.8144
SEN-AS-1001-RPM-0065,AS-1001,BRG-1001,2024-01-01T16:00:00,RPM,2433.2443
SEN-AS-1001-RPM-0065,AS-1001,ENG-1001,2024-01-01T16:00:00,RPM,2433.2443
SEN-AS-1001-RPM-0066,AS-1001,BRG-1001,2024-01-01T16:15:00,RPM,2418.7449
SEN-AS-1001-RPM-0066,AS-1001,ENG-1001,2024-01-01T16:15:00,RPM,2418.7449
SEN-AS-1001-RPM-0067,AS-1001,BRG-1001,2024-01-01T16:30:00,RPM,2314.118
SEN-AS-1001-RPM-0067,AS-1001,ENG-1001,2024-01-01T16:30:00,RPM,2314.118
SEN-AS-1001-RPM-0068,AS-1001,BRG-1001,2024-01-01T16:45:00,RPM,2456.7329
SEN-AS-1001-RPM-0068,AS-1001,ENG-1001,2024-01-01T16:45:00,RPM,2456.7329
SEN-AS-1001-RPM-0069,AS-1001,BRG-1001,2024-01-01T17:00:00,RPM,2353.7807
SEN-AS-1001-RPM-0069,AS-1001,ENG-1001,2024-01-01T17:00:00,RPM,2353.7807
SEN-AS-1001-RPM-0070,AS-1001,BRG-1001,2024-01-01T17:15:00,RPM,2427.8396
SEN-AS-1001-RPM-0070,AS-1001,ENG-1001,2024-01-01T17:15:00,RPM,2427.8396
SEN-AS-1001-RPM-0071,AS-1001,BRG-1001,2024-01-01T17:30:00,RPM,2415.693
SEN-AS-1001-RPM-0071,AS-1001,ENG-1001,2024-01-01T17:30:00,RPM,2415.693
SEN-AS-1001-RPM-0072,AS-1001,BRG-1001,2024-01-01T17:45:00,RPM,2434.166
SEN-AS-1001-RPM-0072,AS-1001,ENG-1001,2024-01-01T17:45:00,RPM,2434.166
SEN-AS-1001-RPM-0073,AS-1001,BRG-1001,2024-01-01T18:00:00,RPM,2370.8795
SEN-AS-1001-RPM-0073,AS-1001,ENG-1001,2024-01-01T18:00:00,RPM,2370.8795
SEN-AS-1001-RPM-0074,AS-1001,BRG-1001,2024-01-01T18:15:00,RPM,2412.5368
SEN-AS-1001-RPM-0074,AS-1001,ENG-1001,2024-01-01T18:15:00,RPM,2412.5368
SEN-AS-1001-RPM-0075,AS-1001,BRG-1001,2024-01-01T18:30:00,RPM,2485.6786
SEN-AS-1001-RPM-0075,AS-1001,ENG-1001,2024-01-01T18:30:00,RPM,2485.6786
SEN-AS-1001-RPM-0076,AS-1001,BRG-1001,2024-01-01T18:45:00,RPM,2314.4249
SEN-AS-1001-RPM-0076,AS-1001,ENG-1001,2024-01-01T18:45:00,RPM,2314.4249
SEN-AS-1001-RPM-0077,AS-1001,BRG-1001,2024-01-01T19:00:00,RPM,2424.9844
SEN-AS-1001-RPM-0077,AS-1001,ENG-1001,2024-01-01T19:00:00,RPM,2424.9844
SEN-AS-1001-RPM-0078,AS-1001,BRG-1001,2024-01-01T19:15:00,RPM,2438.8235
SEN-AS-1001-RPM-0078,AS-1001,ENG-1001,2024-01-01T19:15:00,RPM,2438.8235
SEN-AS-1001-RPM-0079,AS-1001,BRG-1001,2024-01-01T19:30:00,RPM,2388.0405
SEN-AS-1001-RPM-0079,AS-1001,ENG-1001,2024-01-01T19:30:00,RPM,2388.0405
SEN-AS-1001-RPM-0080,AS-1001,BRG-1001,2024-01-01T19:45:00,RPM,2349.7468
SEN-AS-1001-RPM-0080,AS-1001,ENG-1001,2024-01-01T19:45:00,RPM,2349.7468
SEN-AS-1001-RPM-0081,AS-1001,BRG-1001,2024-01-01T20:00:00,RPM,2486.6385
SEN-AS-1001-RPM-0081,AS-1001,ENG-1001,2024-01-01T20:00:00,RPM,2486.6385
SEN-AS-1001-RPM-0082,AS-1001,BRG-1001,2024-01-01T20:15:00,RPM,2395.0221
SEN-AS-1001-RPM-0082,AS-1001,ENG-1001,2024-01-01T20:15:00,RPM,2395.0221
SEN-AS-1001-RPM-0083,AS-1001,BRG-1001,2024-01-01T20:30:00,RPM,2324.3838
SEN-AS-1001-RPM-0083,AS-1001,ENG-1001,2024-01-01T20:30:00,RPM,2324.3838
SEN-AS-1001-RPM-0084,AS-1001,BRG-1001,2024-01-01T20:45:00,RPM,2461.5562
SEN-AS-1001-RPM-0084,AS-1001,ENG-1001,2024-01-01T20:45:00,RPM,2461.5562
SEN-AS-1001-RPM-0085,AS-1001,BRG-1001,2024-01-01T21:00:00,RPM,2418.102
SEN-AS-1001-RPM-0085,AS-1001,ENG-1001,2024-01-01T21:00:00,RPM,2418.102
SEN-AS-1001-RPM-0086,AS-1001,BRG-1001,2024-01-01T21:15:00,RPM,2395.1796
SEN-AS-1001-RPM-0086,AS-1001,ENG-1001,2024-01-01T21:15:00,RPM,2395.1796
SEN-AS-1001-RPM-0087,AS-1001,BRG-1001,2024-01-01T21:30:00,RPM,2435.172
SEN-AS-1001-RPM-0087,AS-1001,ENG-1001,2024-01-01T21:30:00,RPM,2435.172
SEN-AS-1001-RPM-0088,AS-1001,BRG-1001,2024-01-01T21:45:00,RPM,2415.3087
SEN-AS-1001-RPM-0088,AS-1001,ENG-1001,2024-01-01T21:45:00,RPM,2415.3087
SEN-AS-1001-RPM-0089,AS-1001,BRG-1001,2024-01-01T22:00:00,RPM,2352.3032
SEN-AS-1001-RPM-0089,AS-1001,ENG-1001,2024-01-01T22:00:00,RPM,2352.3032
SEN-AS-1001-RPM-0090,AS-1001,BRG-1001,2024-01-01T22:15:00,RPM,2474.129
SEN-AS-1001-RPM-0090,AS-1001,ENG-1001,2024-01-01T22:15:00,RPM,2474.129
SEN-AS-1001-RPM-0091,AS-1001,BRG-1001,2024-01-01T22:30:00,RPM,2409.893
SEN-AS-1001-RPM-0091,AS-1001,ENG-1001,2024-01-01T22:30:00,RPM,2409.893
SEN-AS-1001-RPM-0092,AS-1001,BRG-1001,2024-01-01T22:45:00,RPM,2476.7723
SEN-AS-1001-RPM-0092,AS-1001,ENG-1001,2024-01-01T22:45:00,RPM,2476.7723
SEN-AS-1001-RPM-0093,AS-1001,BRG-1001,2024-01-01T23:00:00,RPM,2369.4817
SEN-AS-1001-RPM-0093,AS-1001,ENG-1001,2024-01-01T23:00:00,RPM,2369.4817
SEN-AS-1001-RPM-0094,AS-1001,BRG-1001,2024-01-01T23:15:00,RPM,2321.3402
SEN-AS-1001-RPM-0094,AS-1001,ENG-1001,2024-01-01T23:15:00,RPM,2321.3402
SEN-AS-1001-RPM-0095,AS-1001,BRG-1001,2024-01-01T23:30:00,RPM,2380.3567
SEN-AS-1001-RPM-0095,AS-1001,ENG-1001,2024-01-01T23:30:00,RPM,2380.3567
SEN-AS-1001-RPM-0096,AS-1001,BRG-1001,2024-01-01T23:45:00,RPM,2420.4483
SEN-AS-1001-RPM-0096,AS-1001,ENG-1001,2024-01-01T23:45:00,RPM,2420.4483
SEN-AS-1001-RPM-0097,AS-1001,BRG-1001,2024-01-02T00:00:00,RPM,2481.6613
SEN-AS-1001-RPM-0097,AS-1001,ENG-1001,2024-01-02T00:00:00,RPM,2481.6613
SEN-AS-1001-RPM-0098,AS-1001,BRG-1001,2024-01-02T00:15:00,RPM,2329.8996
SEN-AS-1001-RPM-0098,AS-1001,ENG-1001,2024-01-02T00:15:00,RPM,2329.8996
SEN-AS-1001-RPM-0099,AS-1001,BRG-1001,2024-01-02T00:30:00,RPM,2503.3245
SEN-AS-1001-RPM-0099,AS-1001,ENG-1001,2024-01-02T00:30:00,RPM,2503.3245
SEN-AS-1001-RPM-0100,AS-1001,BRG-1001,2024-01-02T00:45:00,RPM,2336.323
SEN-AS-1001-RPM-0100,AS-1001,ENG-1001,2024-01-02T00:45:00,RPM,2336.323
SEN-AS-1001-RPM-0101,AS-1001,BRG-1001,2024-01-02T01:00:00,RPM,2446.4673
SEN-AS-1001-RPM-0101,AS-1001,ENG-1001,2024-01-02T01:00:00,RPM,2446.4673
SEN-AS-1001-RPM-0102,AS-1001,BRG-1001,2024-01-02T01:15:00,RPM,2335.4252
SEN-AS-1001-RPM-0102,AS-1001,ENG-1001,2024-01-02T01:15:00,RPM,2335.4252
SEN-AS-1001-RPM-0103,AS-1001,BRG-1001,2024-01-02T01:30:00,RPM,2356.3779
SEN-AS-1001-RPM-0103,AS-1001,ENG-1001,2024-01-02T01:30:00,RPM,2356.3779
SEN-AS-1001-RPM-0104,AS-1001,BRG-1001,2024-01-02T01:45:00,RPM,2314.4625
SEN-AS-1001-RPM-0104,AS-1001,ENG-1001,2024-01-02T01:45:00,RPM,2314.4625
SEN-AS-1001-RPM-0105,AS-1001,BRG-1001,2024-01-02T02:00:00,RPM,2437.9199
SEN-AS-1001-RPM-0105,AS-1001,ENG-1001,2024-01-02T02:00:00,RPM,2437.9199
SEN-AS-1001-RPM-0106,AS-1001,BRG-1001,2024-01-02T02:15:00,RPM,2319.9495
SEN-AS-1001-RPM-0106,AS-1001,ENG-1001,2024-01-02T02:15:00,RPM,2319.9495
SEN-AS-1001-RPM-0107,AS-1001,BRG-1001,2024-01-02T02:30:00,RPM,2372.2346
SEN-AS-1001-RPM-0107,AS-1001,ENG-1001,2024-01-02T02:30:00,RPM,2372.2346
SEN-AS-1001-RPM-0108,AS-1001,BRG-1001,2024-01-02T02:45:00,RPM,2373.5591
SEN-AS-1001-RPM-0108,AS-1001,ENG-1001,2024-01-02T02:45:00,RPM,2373.5591
SEN-AS-1001-RPM-0109,AS-1001,BRG-1001,2024-01-02T03:00:00,RPM,2447.9199
SEN-AS-1001-RPM-0109,AS-1001,ENG-1001,2024-01-02T03:00:00,RPM,2447.9199
SEN-AS-1001-RPM-0110,AS-1001,BRG-1001,2024-01-02T03:15:00,RPM,2450.5468
SEN-AS-1001-RPM-0110,AS-1001,ENG-1001,2024-01-02T03:15:00,RPM,2450.5468
SEN-AS-1001-RPM-0111,AS-1001,BRG-1001,2024-01-02T03:30:00,RPM,2402.4706
SEN-AS-1001-RPM-0111,AS-1001,ENG-1001,2024-01-02T03:30:00,RPM,2402.4706
SEN-AS-1001-RPM-0112,AS-1001,BRG-1001,2024-01-02T03:45:00,RPM,2495.5534
SEN-AS-1001-RPM-0112,AS-1001,ENG-1001,2024-01-02T03:45:00,RPM,2495.5534
SEN-AS-1001-RPM-0113,AS-1001,BRG-1001,2024-01-02T04:00:00,RPM,2345.4427
SEN-AS-1001-RPM-0113,AS-1001,ENG-1001,2024-01-02T04:00:00,RPM,2345.4427
SEN-AS-1001-RPM-0114,AS-1001,BRG-1001,2024-01-02T04:15:00,RPM,2411.544
SEN-AS-1001-RPM-0114,AS-1001,ENG-1001,2024-01-02T04:15:00,RPM,2411.544
SEN-AS-1001-RPM-0115,AS-1001,BRG-1001,2024-01-02T04:30:00,RPM,2417.1531
SEN-AS-1001-RPM-0115,AS-1001,ENG-1001,2024-01-02T04:30:00,RPM,2417.1531
SEN-AS-1001-RPM-0116,AS-1001,BRG-1001,2024-01-02T04:45:00,RPM,2477.1259
SEN-AS-1001-RPM-0116,AS-1001,ENG-1001,2024-01-02T04:45:00,RPM,2477.1259
SEN-AS-1001-RPM-0117,AS-1001,BRG-1001,2024-01-02T05:00:00,RPM,2565.6414
SEN-AS-1001-RPM-0117,AS-1001,ENG-1001,2024-01-02T05:00:00,RPM,2565.6414
SEN-AS-1001-RPM-0118,AS-1001,BRG-1001,2024-01-02T05:15:00,RPM,2450.8746
SEN-AS-1001-RPM-0118,AS-1001,ENG-1001,2024-01-02T05:15:00,RPM,2450.8746
SEN-AS-1001-RPM-0119,AS-1001,BRG-1001,2024-01-02T05:30:00,RPM,2402.6387
SEN-AS-1001-RPM-0119,AS-1001,ENG-1001,2024-01-02T05:30:00,RPM,2402.6387
SEN-AS-1001-RPM-0120,AS-1001,BRG-1001,2024-01-02T05:45:00,RPM,2428.4371
SEN-AS-1001-RPM-0120,AS-1001,ENG-1001,2024-01-02T05:45:00,RPM,2428.4371
SEN-AS-1001-RPM-0121,AS-1001,BRG-1001,2024-01-02T06:00:00,RPM,2325.7954
SEN-AS-1001-RPM-0121,AS-1001,ENG-1001,2024-01-02T06:00:00,RPM,2325.7954
SEN-AS-1001-RPM-0122,AS-1001,BRG-1001,2024-01-02T06:15:00,RPM,2458.2453
SEN-AS-1001-RPM-0122,AS-1001,ENG-1001,2024-01-02T06:15:00,RPM,2458.2453
SEN-AS-1001-RPM-0123,AS-1001,BRG-1001,2024-01-02T06:30:00,RPM,2424.3803
SEN-AS-1001-RPM-0123,AS-1001,ENG-1001,2024-01-02T06:30:00,RPM,2424.3803
SEN-AS-1001-RPM-0124,AS-1001,BRG-1001,2024-01-02T06:45:00,RPM,2403.3723
SEN-AS-1001-RPM-0124,AS-1001,ENG-1001,2024-01-02T06:45:00,RPM,2403.3723
SEN-AS-1001-RPM-0125,AS-1001,BRG-1001,2024-01-02T07:00:00,RPM,2342.1683
SEN-AS-1001-RPM-0125,AS-1001,ENG-1001,2024-01-02T07:00:00,RPM,2342.1683
SEN-AS-1001-RPM-0126,AS-1001,BRG-1001,2024-01-02T07:15:00,RPM,2427.4888
SEN-AS-1001-RPM-0126,AS-1001,ENG-1001,2024-01-02T07:15:00,RPM,2427.4888
SEN-AS-1001-RPM-0127,AS-1001,BRG-1001,2024-01-02T07:30:00,RPM,2388.8889
SEN-AS-1001-RPM-0127,AS-1001,ENG-1001,2024-01-02T07:30:00,RPM,2388.8889
SEN-AS-1001-RPM-0128,AS-1001,BRG-1001,2024-01-02T07:45:00,RPM,2422.1307
SEN-AS-1001-RPM-0128,AS-1001,ENG-1001,2024-01-02T07:45:00,RPM,2422.1307
SEN-AS-1001-RPM-0129,AS-1001,BRG-1001,2024-01-02T08:00:00,RPM,2342.4461
SEN-AS-1001-RPM-0129,AS-1001,ENG-1001,2024-01-02T08:00:00,RPM,2342.4461
SEN-AS-1001-RPM-0130,AS-1001,BRG-1001,2024-01-02T08:15:00,RPM,2306.2198
SEN-AS-1001-RPM-0130,AS-1001,ENG-1001,2024-01-02T08:15:00,RPM,2306.2198
SEN-AS-1001-RPM-0131,AS-1001,BRG-1001,2024-01-02T08:30:00,RPM,2411.1747
SEN-AS-1001-RPM-0131,AS-1001,ENG-1001,2024-01-02T08:30:00,RPM,2411.1747
SEN-AS-1001-RPM-0132,AS-1001,BRG-1001,2024-01-02T08:45:00,RPM,2361.108
